producto_id,fecha_transaccion,cantidad,entrada_salida
77,2023-08-13 13:51:29,47.6,0
77,2024-05-15 02:33:15,15.29,1
23,2023-12-08 13:40:21,15.29,1
64,2025-05-13 06:49:18,48.86,1
27,2023-05-15 04:19:36,9.86,1
74,2025-03-26 02:42:03,15.9,0
91,2022-07-26 13:06:28,15.27,1
24,2024-08-07 03:00:19,7.9,1
61,2024-03-16 10:16:20,24.46,0
26,2024-03-13 02:44:17,26.85,1
56,2022-06-18 16:09:22,43.36,1
34,2023-05-24 17:42:35,29.0,1
67,2024-10-24 22:38:52,30.71,1
62,2022-08-03 23:20:42,48.43,1
26,2023-01-12 00:27:55,38.86,1
56,2023-05-06 04:04:22,47.64,0
43,2024-03-31 10:37:59,33.66,0
19,2023-01-13 15:08:38,18.94,1
71,2024-10-11 20:30:48,31.24,1
64,2022-06-18 11:23:04,24.47,1
16,2023-06-01 22:24:12,35.97,0
72,2024-03-08 20:12:27,39.51,1
23,2025-02-10 07:28:46,37.93,0
9,2023-03-03 14:31:46,11.33,0
32,2024-10-02 01:17:24,20.21,0
54,2023-04-23 16:15:06,18.55,0
64,2024-10-21 00:47:18,3.21,1
56,2024-02-20 11:10:26,17.74,1
26,2024-08-06 18:18:18,11.02,1
84,2023-04-14 09:06:05,26.65,0
79,2023-02-13 22:30:06,1.42,0
89,2023-08-14 07:58:47,24.53,1
21,2023-09-27 06:02:03,7.2,1
48,2023-11-12 03:55:23,43.96,1
96,2022-06-24 21:34:46,49.2,1
47,2025-05-01 11:21:12,49.94,1
99,2025-04-26 14:21:17,7.02,1
90,2023-12-12 04:33:31,26.44,1
37,2022-07-31 18:54:48,48.9,0
68,2023-11-23 18:39:42,17.99,0
99,2025-05-04 21:36:48,23.64,0
36,2025-02-03 11:35:38,6.56,1
34,2022-07-21 17:11:18,49.86,1
4,2024-07-12 09:18:38,49.33,0
81,2024-11-16 08:53:03,21.49,0
1,2024-04-12 09:58:10,34.66,0
35,2024-07-30 17:44:11,22.16,1
8,2025-02-23 06:45:30,30.06,1
36,2023-12-07 15:28:52,7.88,1
95,2022-05-22 01:07:44,27.62,0
82,2024-03-30 20:05:40,22.14,1
49,2023-07-22 14:43:24,9.09,1
94,2023-02-16 00:37:01,39.54,0
58,2024-09-24 04:27:27,3.61,0
59,2025-04-04 13:57:52,38.62,1
79,2024-04-08 06:21:44,10.73,1
54,2024-07-15 03:05:50,18.39,0
9,2023-03-07 10:54:49,14.45,1
64,2022-06-03 16:22:46,8.01,1
47,2024-12-18 21:08:47,27.94,0
19,2022-12-21 06:43:16,30.27,1
35,2023-09-24 23:53:38,16.08,0
43,2024-08-25 16:58:38,46.24,0
35,2023-09-28 23:01:32,33.07,1
88,2023-05-27 14:36:59,36.5,0
31,2023-08-20 21:33:25,33.04,0
48,2024-06-04 06:42:26,20.37,1
24,2022-08-03 14:29:16,22.46,1
54,2023-11-24 03:03:05,25.54,1
36,2024-03-15 18:07:25,48.73,1
12,2023-11-04 04:53:52,18.3,1
64,2024-11-29 04:11:46,39.42,0
91,2024-02-18 16:10:40,7.65,0
63,2023-02-05 13:16:56,45.11,1
72,2023-08-01 12:10:39,21.72,0
94,2025-04-09 17:10:06,2.66,1
19,2022-07-14 08:59:36,14.05,0
13,2023-07-14 12:59:56,43.14,1
38,2023-07-15 13:00:59,4.48,1
29,2024-01-21 09:46:00,37.68,1
99,2023-06-30 21:49:11,34.31,1
49,2024-09-20 03:56:41,46.27,1
82,2023-07-12 14:06:31,39.15,0
83,2024-04-09 05:08:10,11.28,1
50,2024-04-25 12:34:00,23.15,1
68,2023-04-14 06:29:18,30.43,1
23,2025-02-21 02:18:42,27.23,1
53,2023-10-02 12:25:20,18.66,1
96,2022-11-24 13:09:03,40.83,1
89,2024-06-28 20:41:12,48.99,0
5,2024-08-23 07:08:55,15.06,1
76,2023-05-25 10:36:55,29.29,0
76,2024-12-18 16:30:46,11.86,1
24,2024-02-22 20:07:32,40.02,0
73,2024-03-19 13:33:32,44.92,1
100,2025-02-27 07:08:23,8.16,0
16,2022-06-20 02:43:03,7.48,1
19,2024-08-21 15:03:50,45.44,0
1,2023-07-21 06:43:11,27.8,1
73,2022-06-25 06:05:42,48.0,0
7,2022-09-25 15:04:24,4.53,1
73,2023-02-12 20:29:55,3.57,1
43,2025-01-10 16:00:16,33.87,0
15,2023-01-09 17:25:49,15.41,1
88,2023-03-29 04:58:57,7.21,0
84,2025-01-31 20:37:04,11.64,0
26,2024-12-27 05:25:54,46.03,0
29,2022-07-02 11:53:35,47.53,0
20,2024-01-24 11:09:12,35.49,1
32,2022-10-07 00:00:01,33.17,0
38,2023-01-10 01:10:29,11.97,1
67,2024-10-30 10:21:07,37.14,0
77,2025-03-21 02:19:24,2.4,1
20,2024-01-28 21:38:05,44.85,0
19,2024-02-10 05:37:42,33.62,0
30,2025-04-13 23:19:48,11.24,0
75,2022-07-03 18:47:37,1.26,0
72,2023-04-09 10:56:52,34.13,1
62,2024-09-06 15:19:52,32.01,0
39,2023-06-11 23:29:10,35.24,0
9,2025-03-29 13:40:33,36.49,1
89,2023-10-29 17:18:14,12.15,1
49,2023-03-25 06:52:34,3.07,0
25,2024-12-14 06:42:04,13.25,0
20,2024-07-08 19:31:26,42.87,0
27,2024-03-28 03:03:20,18.96,0
22,2024-02-04 21:56:06,22.63,0
58,2022-11-30 06:44:42,24.87,1
22,2023-06-30 10:48:38,47.41,1
90,2025-02-25 16:43:43,20.41,1
24,2023-01-30 14:03:11,42.35,0
78,2025-03-13 03:56:06,1.93,0
22,2025-04-25 12:14:01,30.48,0
45,2024-09-09 09:45:50,11.0,1
85,2022-07-16 04:57:48,14.53,0
5,2024-06-23 17:29:52,22.45,1
51,2023-01-24 17:14:56,29.77,1
78,2024-03-14 13:45:13,26.67,0
2,2022-09-08 22:06:52,16.81,0
77,2022-05-30 18:21:24,16.48,1
65,2024-01-14 23:54:11,6.84,1
82,2025-03-16 11:57:53,45.65,1
32,2024-05-12 06:14:17,1.1,0
97,2024-12-06 03:18:12,45.37,1
49,2022-08-27 08:27:23,36.67,1
88,2024-10-03 11:54:11,32.31,0
50,2022-08-10 14:36:05,40.12,1
59,2024-07-02 03:31:45,48.21,0
39,2024-09-22 04:19:27,26.81,0
63,2024-06-28 00:47:56,21.41,1
58,2023-12-27 01:38:12,29.33,1
46,2024-05-08 05:35:26,33.13,0
24,2025-02-06 15:12:38,4.81,0
24,2025-03-19 05:25:06,49.9,0
86,2023-02-02 13:25:02,23.64,0
74,2023-04-08 15:21:14,33.23,0
56,2023-01-08 11:50:12,49.94,0
80,2023-03-11 17:22:58,17.49,1
87,2022-10-14 01:10:44,28.88,0
38,2024-01-09 19:04:55,47.86,1
18,2025-05-05 06:54:18,28.19,1
100,2022-12-27 08:07:20,35.86,0
23,2025-04-22 19:32:39,18.6,0
10,2022-10-30 01:36:39,6.2,0
46,2024-06-26 18:26:58,40.73,1
38,2025-02-15 07:24:11,30.07,1
95,2023-04-03 16:34:56,44.15,1
50,2024-09-28 09:13:11,40.71,0
43,2022-05-22 19:13:32,28.6,1
89,2024-03-01 21:57:44,32.08,1
37,2025-01-25 12:48:04,23.95,1
1,2025-04-13 06:04:13,18.3,1
18,2022-09-09 20:11:11,1.21,1
88,2023-12-06 09:12:47,23.73,1
51,2023-06-11 20:13:57,19.92,1
58,2024-04-22 21:32:55,26.25,0
32,2023-04-16 23:12:31,39.58,1
39,2024-12-16 12:29:56,39.07,1
81,2024-05-13 22:04:28,6.93,1
39,2023-07-16 04:32:52,10.73,0
68,2025-05-05 05:03:43,30.65,0
49,2024-03-22 10:26:32,33.33,1
60,2024-05-28 22:13:28,32.08,0
71,2023-08-31 07:27:36,28.74,1
29,2022-06-08 08:39:27,49.2,1
21,2023-07-27 06:04:18,22.64,0
67,2022-09-16 13:54:32,28.22,1
53,2023-12-13 19:31:06,42.29,1
79,2022-11-30 13:56:04,37.35,1
29,2023-01-14 00:57:19,14.6,1
76,2022-12-11 18:46:53,9.76,0
25,2025-03-10 04:50:32,36.52,0
64,2024-02-24 13:23:52,12.22,0
77,2023-01-17 13:10:47,40.47,1
55,2022-07-13 06:32:07,31.04,1
55,2024-09-11 03:40:36,36.89,1
1,2023-01-11 07:55:15,42.88,1
26,2023-08-22 18:50:25,40.79,1
25,2025-01-09 14:32:20,43.09,1
31,2023-03-28 00:57:35,29.92,0
42,2022-07-29 06:08:18,12.67,1
35,2023-11-11 11:05:02,36.09,0
75,2024-06-15 01:55:23,13.17,1
65,2025-04-23 20:02:44,5.16,1
96,2023-07-26 08:03:54,14.68,0
42,2024-04-21 06:35:15,32.64,1
84,2024-08-11 15:12:58,18.26,0
46,2024-10-09 15:03:27,11.26,1
17,2023-05-31 08:01:02,45.41,0
44,2022-12-25 06:19:34,25.41,1
12,2024-10-09 00:16:16,15.97,0
42,2022-07-31 06:35:10,20.14,1
54,2024-08-10 12:26:05,42.26,0
84,2024-07-08 21:21:01,10.16,0
58,2023-10-10 10:49:00,29.76,1
92,2025-02-25 07:02:29,32.9,1
97,2024-11-11 00:09:07,15.98,0
62,2023-03-20 12:21:31,29.62,0
71,2024-04-30 08:38:58,41.83,0
70,2023-08-29 12:02:25,42.01,0
40,2022-07-06 13:03:48,20.13,0
77,2024-08-03 11:57:41,45.79,0
66,2023-02-16 18:43:37,18.7,0
46,2024-01-22 18:39:23,9.39,0
15,2025-05-05 16:46:36,24.29,1
11,2023-04-11 16:36:29,7.19,0
71,2023-01-09 08:29:01,29.16,0
36,2023-02-12 00:58:40,43.46,0
65,2023-03-28 17:01:21,45.3,0
52,2024-06-22 18:51:49,16.73,1
68,2023-07-18 02:39:03,49.45,1
82,2023-05-11 18:46:55,3.58,1
79,2023-01-24 21:23:22,13.64,1
40,2024-12-16 20:56:22,25.85,1
74,2023-09-02 06:59:05,11.22,1
29,2023-02-09 00:10:56,21.97,1
63,2024-11-19 10:54:04,9.57,1
24,2022-05-17 18:06:40,34.97,0
98,2023-09-17 19:50:19,3.4,1
55,2025-04-11 05:59:16,42.52,0
100,2024-08-21 09:15:55,49.78,0
16,2023-05-01 13:30:45,20.05,1
40,2024-12-02 01:18:11,20.85,1
9,2025-02-13 00:03:50,9.75,0
82,2023-08-08 13:01:06,49.6,0
67,2022-06-30 23:59:43,43.79,1
80,2024-12-26 04:02:23,34.97,0
81,2024-10-10 12:05:19,13.19,0
66,2023-11-27 06:58:31,20.16,0
12,2025-05-04 17:59:09,24.08,1
3,2022-05-21 17:53:11,49.45,1
9,2024-06-26 16:51:19,17.87,1
15,2024-04-08 21:29:25,16.62,0
17,2022-11-04 16:38:31,6.6,0
72,2024-09-14 16:56:57,35.89,1
18,2024-04-14 14:40:14,23.64,1
85,2024-02-06 06:09:20,33.89,0
97,2024-12-26 13:14:02,9.52,1
37,2022-09-22 14:08:38,45.47,0
86,2024-09-12 23:32:02,24.25,1
79,2023-03-23 22:25:13,29.31,1
75,2022-07-23 06:09:41,49.71,0
34,2024-06-28 03:47:32,33.44,0
79,2022-06-11 01:19:20,24.11,1
63,2025-03-06 08:19:23,43.77,1
49,2023-10-07 20:56:52,38.47,0
35,2023-03-18 00:56:39,21.68,1
63,2023-06-22 06:59:09,24.78,1
65,2024-01-01 14:49:12,46.81,0
74,2025-02-20 02:54:57,20.0,0
9,2022-06-27 06:45:14,42.95,1
61,2025-02-11 19:46:25,4.09,0
39,2024-09-24 18:38:10,10.46,1
64,2022-08-21 15:07:48,27.07,1
90,2025-04-04 09:06:26,4.25,1
65,2022-12-29 18:22:09,13.55,0
62,2025-04-03 18:34:59,44.64,0
22,2023-09-05 20:57:17,33.29,1
53,2025-01-01 14:52:28,19.88,0
25,2023-01-18 20:20:06,25.8,0
37,2025-04-01 14:47:27,7.25,1
56,2022-09-06 18:30:53,43.17,0
53,2023-03-16 16:30:32,24.99,0
84,2024-03-13 03:42:45,33.27,1
38,2023-01-01 16:11:01,19.08,0
32,2022-07-14 05:24:41,45.27,1
77,2023-07-25 17:19:25,40.36,0
36,2024-08-24 23:15:29,41.66,1
59,2025-04-26 16:59:50,21.18,1
87,2022-09-17 20:18:25,6.81,1
38,2023-04-22 23:02:58,38.1,1
22,2023-03-28 15:34:53,49.7,0
78,2023-09-28 14:18:51,37.45,0
79,2024-12-17 10:26:00,14.12,0
80,2023-11-27 18:54:54,14.93,0
78,2022-05-26 09:22:21,49.36,0
86,2023-03-08 08:17:08,42.48,1
80,2024-09-07 05:01:44,23.53,0
42,2023-09-30 14:31:57,32.45,0
55,2023-06-11 22:57:45,32.74,1
45,2024-04-24 03:30:56,18.67,1
85,2024-10-03 19:36:38,24.37,0
69,2023-02-28 12:20:58,12.81,1
23,2024-06-24 14:14:56,41.87,0
57,2022-07-13 14:11:44,25.3,0
70,2023-04-16 09:44:43,23.11,0
82,2023-03-02 05:27:31,38.78,0
95,2024-05-26 01:06:05,15.4,1
7,2022-07-19 21:32:28,19.07,0
8,2024-11-29 21:18:48,35.83,1
81,2024-09-20 15:37:31,6.96,0
91,2022-10-22 00:22:19,16.84,0
65,2024-07-13 21:49:50,40.14,1
55,2023-01-02 02:46:46,2.72,0
89,2023-01-15 19:34:43,3.69,0
24,2025-02-03 08:15:27,19.94,1
61,2023-03-01 23:20:55,42.56,0
80,2022-06-19 16:58:50,28.45,1
5,2024-06-10 06:36:26,39.94,1
97,2024-05-21 15:35:55,29.39,1
100,2023-12-30 04:10:50,23.68,1
29,2024-07-31 16:55:44,39.03,1
46,2025-01-28 07:54:37,22.17,1
24,2023-05-06 08:44:46,45.65,1
82,2022-08-22 17:50:46,30.77,0
60,2024-02-22 22:17:03,28.24,1
4,2024-01-10 23:31:31,8.96,0
6,2024-12-19 04:08:01,1.12,0
46,2023-12-15 17:46:09,49.17,0
54,2024-09-15 20:35:21,24.23,0
44,2024-04-19 16:28:35,48.38,0
94,2023-12-27 19:52:49,43.99,1
38,2025-03-28 14:07:55,42.34,0
29,2022-11-10 03:52:36,4.5,1
56,2023-07-20 02:27:29,8.3,0
84,2025-01-05 07:07:52,45.68,0
91,2025-02-16 17:23:46,41.12,1
5,2022-09-08 02:09:08,18.47,0
9,2024-11-26 12:17:41,32.71,1
99,2024-03-08 22:19:21,15.1,0
28,2022-09-30 02:35:58,18.02,0
47,2023-06-03 07:37:16,18.39,1
28,2022-07-06 05:53:06,20.1,0
34,2024-09-16 03:41:23,22.65,1
76,2024-06-23 02:18:48,13.31,0
68,2023-09-12 01:22:49,12.28,0
2,2023-01-04 03:55:07,24.75,1
82,2024-04-02 08:26:16,21.41,0
68,2023-01-20 08:27:58,25.29,0
44,2025-04-10 17:45:53,33.0,1
95,2024-02-25 16:42:02,7.78,0
21,2023-11-18 00:19:16,2.59,1
85,2023-02-02 20:39:10,41.35,0
68,2024-05-08 08:31:24,29.44,1
82,2025-04-18 03:24:16,33.58,1
78,2023-06-24 21:02:57,7.55,0
86,2024-10-06 00:31:19,46.47,0
18,2022-12-01 22:37:27,29.47,0
98,2022-09-30 22:05:23,15.25,1
19,2023-09-25 12:26:32,5.16,1
79,2022-09-02 07:20:16,8.87,0
80,2024-08-13 00:05:15,36.07,0
26,2023-12-04 23:02:00,21.75,0
22,2024-02-07 16:25:22,48.17,1
21,2023-03-02 08:39:32,28.8,1
73,2022-08-15 19:05:12,5.44,1
24,2023-07-04 14:10:13,6.79,1
54,2022-07-09 18:26:02,49.17,0
66,2024-09-28 21:54:02,26.48,1
17,2024-10-16 12:06:18,12.84,0
63,2023-07-15 19:12:30,8.26,0
93,2023-10-09 01:32:15,45.91,1
8,2024-05-28 16:59:26,20.4,1
93,2024-12-25 10:34:52,1.65,1
26,2022-12-22 20:25:15,29.34,1
82,2024-05-01 06:01:15,36.35,1
27,2022-11-06 14:06:02,9.81,1
66,2024-01-05 02:31:57,47.25,0
39,2024-11-20 07:19:11,30.42,1
71,2022-12-23 21:38:17,38.56,1
36,2022-11-01 21:53:35,4.59,0
87,2022-10-24 16:51:52,48.71,1
18,2024-01-27 03:52:41,44.74,0
17,2022-09-17 03:47:36,28.69,1
23,2023-09-03 02:27:28,46.91,0
16,2023-03-10 08:31:12,41.55,0
35,2022-06-06 17:29:31,31.4,0
92,2022-11-13 07:38:35,3.5,0
92,2024-09-04 16:49:40,25.11,0
17,2025-04-30 22:46:15,21.98,1
76,2023-07-04 14:45:21,4.63,0
88,2023-10-03 23:17:39,41.04,0
84,2024-07-31 17:22:46,10.42,0
48,2023-10-07 15:26:08,13.22,1
37,2024-11-16 00:17:20,13.56,0
89,2024-07-25 00:27:03,38.24,0
64,2024-01-28 13:41:53,1.38,1
61,2023-01-13 15:44:26,35.67,0
18,2024-09-10 00:21:10,41.78,0
2,2024-04-25 02:46:09,17.5,0
92,2022-12-12 10:31:10,20.24,1
21,2025-01-18 09:23:13,19.72,0
64,2023-11-14 06:57:45,41.3,0
15,2023-02-19 05:49:15,29.82,1
31,2022-08-05 19:27:27,10.26,0
6,2023-07-19 23:10:57,49.98,1
73,2023-12-15 11:06:31,36.63,1
40,2023-01-14 03:02:19,21.83,0
26,2025-03-07 20:59:38,1.84,0
87,2024-09-21 07:43:17,12.47,1
53,2023-07-30 15:37:28,11.96,1
63,2024-12-11 10:06:16,44.04,1
62,2023-11-17 23:33:26,23.59,0
84,2024-02-16 16:26:09,19.82,1
4,2022-11-23 22:35:37,18.37,1
42,2023-04-02 05:09:05,26.27,1
6,2024-08-13 10:09:32,1.32,1
32,2024-12-11 00:52:45,32.83,1
18,2022-10-17 23:32:39,21.68,0
8,2022-06-24 12:32:04,45.3,0
76,2023-04-21 01:57:32,26.0,1
67,2024-06-08 07:34:40,15.7,0
59,2024-08-28 20:24:54,3.62,0
27,2025-02-06 02:47:51,31.85,0
19,2024-05-02 19:53:22,4.18,1
48,2023-04-11 17:57:05,4.56,0
21,2024-03-17 18:46:27,36.37,1
90,2022-11-23 02:17:45,35.37,1
95,2023-09-03 19:11:29,30.83,1
46,2023-08-25 13:23:04,24.25,1
98,2022-08-12 14:38:08,34.37,1
6,2023-04-25 22:44:09,33.27,0
100,2024-03-24 09:10:30,40.23,0
78,2025-01-26 00:40:09,10.86,0
6,2024-05-28 21:45:08,20.39,1
48,2024-06-07 20:36:17,17.77,1
34,2022-09-23 07:54:32,46.74,0
95,2022-10-04 03:31:03,43.61,1
4,2024-03-12 20:42:23,21.21,0
77,2024-01-16 12:44:17,5.39,1
69,2022-08-16 05:59:11,29.31,0
98,2023-03-24 17:34:58,14.01,1
72,2024-08-10 22:42:16,19.22,0
7,2025-02-08 18:48:37,24.17,0
90,2023-03-02 02:33:45,20.28,1
80,2023-09-18 14:53:21,28.46,0
16,2024-04-17 03:43:32,20.64,0
43,2023-09-13 11:47:31,41.17,1
92,2023-08-04 15:29:24,28.23,0
78,2023-06-12 03:54:32,24.07,0
37,2025-03-30 18:46:48,38.67,1
60,2023-01-17 11:22:55,26.81,0
90,2023-04-18 04:19:48,40.46,1
93,2024-05-01 00:39:13,31.33,1
90,2024-08-04 16:51:34,42.6,0
15,2022-12-04 01:58:49,47.16,1
70,2024-09-22 13:25:46,49.56,0
78,2025-04-12 07:35:11,22.54,0
37,2024-02-09 03:49:50,34.9,1
36,2022-05-20 04:49:54,44.82,1
67,2023-02-21 12:16:41,8.21,0
98,2024-07-17 23:08:56,5.08,0
84,2023-08-21 14:38:25,46.03,1
82,2024-07-15 09:29:47,13.17,0
85,2024-01-06 03:23:29,10.57,1
9,2024-11-26 05:58:09,44.48,0
41,2023-07-10 15:17:09,45.29,0
7,2024-07-24 19:23:40,38.41,1
36,2023-11-25 08:00:34,34.28,0
12,2023-03-09 20:35:22,1.05,1
26,2024-02-18 18:52:49,7.1,1
26,2023-09-15 22:04:37,31.48,0
88,2024-09-22 19:52:54,25.12,1
67,2023-04-03 18:38:03,13.7,1
94,2023-12-12 05:50:33,1.77,0
75,2023-02-16 10:38:43,18.05,0
78,2024-03-24 09:33:16,41.62,0
20,2024-02-16 05:45:17,31.72,0
31,2024-08-30 03:04:54,14.64,1
20,2024-05-23 16:03:45,40.04,0
27,2024-09-08 19:02:05,34.49,1
70,2023-09-07 06:09:10,23.75,0
72,2024-05-16 22:34:48,48.08,1
86,2022-06-14 16:05:46,16.38,0
23,2024-01-07 20:38:34,33.77,1
20,2024-10-16 11:31:50,7.86,0
100,2024-11-12 00:50:08,16.03,0
9,2022-05-27 13:33:27,9.36,1
39,2025-01-31 21:23:25,45.56,0
29,2024-06-24 22:04:34,39.37,1
99,2023-04-20 08:16:33,49.3,0
44,2024-10-09 17:05:07,16.32,0
90,2025-02-24 23:52:03,47.25,0
20,2023-03-16 14:45:59,20.6,1
36,2022-11-01 05:20:51,38.02,0
93,2024-07-28 08:37:53,29.57,1
23,2024-12-26 14:23:00,37.46,0
26,2024-09-28 04:51:14,38.69,0
33,2022-08-20 10:36:56,38.49,1
52,2025-02-20 06:53:31,41.06,1
95,2024-02-21 18:42:22,15.72,1
37,2023-03-03 02:44:37,43.03,1
53,2025-01-04 13:00:11,40.91,0
86,2023-12-25 20:07:43,39.36,0
4,2025-05-05 09:09:13,3.83,1
46,2024-10-07 16:51:32,30.3,0
8,2024-06-19 03:57:13,25.65,0
74,2024-08-08 22:53:24,42.02,0
60,2025-01-10 14:39:04,19.92,0
99,2025-03-24 11:36:29,16.02,0
47,2023-06-14 21:36:23,7.25,1
62,2024-05-08 05:39:58,13.02,1
86,2023-04-04 09:57:40,35.02,0
22,2023-01-13 03:58:28,33.19,0
100,2024-04-09 04:14:24,46.43,0
52,2024-12-29 02:21:45,32.09,1
30,2024-04-21 13:42:55,35.33,0
19,2025-04-18 09:41:23,20.81,1
81,2023-07-11 06:53:18,7.03,1
83,2022-09-07 01:28:05,16.09,1
11,2024-08-07 07:27:52,5.47,0
9,2023-09-10 04:24:34,34.05,0
91,2024-02-13 14:16:43,16.37,1
24,2022-10-06 03:11:44,1.05,1
43,2023-12-04 16:12:42,3.55,0
53,2022-11-23 21:11:59,31.35,0
25,2022-06-19 03:54:10,32.37,1
93,2023-09-13 23:52:46,18.63,0
36,2023-12-18 10:21:24,38.49,0
34,2022-11-23 11:58:56,12.69,1
20,2025-01-14 10:13:00,15.77,0
93,2024-10-20 05:08:13,47.74,0
40,2023-09-15 23:13:15,17.24,1
34,2023-12-26 00:14:43,44.49,0
68,2024-07-14 08:41:59,42.39,1
25,2024-03-05 23:18:21,27.74,1
96,2025-03-17 17:55:48,33.75,0
88,2022-11-29 07:33:26,38.18,0
81,2023-06-04 09:21:05,9.51,0
60,2023-03-23 15:53:10,15.16,1
20,2023-07-26 13:34:26,48.78,1
6,2024-06-25 22:22:22,3.06,1
95,2025-01-30 01:48:16,28.58,0
99,2022-08-15 22:33:53,26.9,1
99,2024-09-30 06:32:12,47.36,1
65,2024-12-29 22:23:58,1.49,0
47,2023-04-25 10:58:40,41.81,0
98,2022-07-16 08:47:27,33.9,0
27,2024-02-28 21:43:14,16.52,1
50,2023-02-06 19:45:26,26.19,0
7,2023-10-21 19:48:20,4.99,0
100,2022-12-24 04:17:46,25.64,1
80,2024-07-03 08:41:27,7.19,1
43,2024-10-24 18:14:32,3.57,1
54,2022-12-06 17:06:50,2.0,0
3,2024-04-10 12:27:13,21.52,1
73,2025-04-14 09:57:15,16.7,1
92,2022-08-15 13:21:59,16.18,0
63,2023-06-08 04:26:05,48.1,1
46,2025-03-21 17:10:48,41.17,0
87,2024-01-21 16:50:52,16.87,1
85,2025-02-16 08:49:27,9.71,1
63,2024-04-19 18:47:05,43.09,1
85,2025-03-16 06:55:08,34.46,0
60,2024-08-21 21:12:37,31.11,1
93,2023-10-16 15:21:07,6.54,1
79,2023-02-28 04:22:01,43.51,1
73,2025-01-12 09:39:24,47.48,0
99,2022-09-13 01:01:50,28.99,0
81,2023-02-14 20:40:54,5.71,1
24,2024-08-18 12:17:07,15.5,0
9,2022-11-21 01:34:13,45.63,0
27,2022-07-13 10:36:21,44.44,1
10,2022-11-27 11:25:46,21.6,1
73,2023-11-03 09:37:21,42.36,0
51,2024-08-15 08:09:04,4.18,1
87,2023-09-05 05:58:24,48.09,0
2,2023-01-14 07:36:37,9.32,1
62,2024-09-26 22:03:37,45.94,0
73,2024-09-25 18:25:35,41.22,1
38,2023-06-21 17:12:40,21.44,0
15,2023-07-12 19:40:39,33.97,1
87,2022-07-01 03:46:41,2.29,0
21,2022-07-13 17:56:43,35.58,1
100,2024-04-11 21:40:54,3.67,1
36,2022-08-26 23:05:40,26.62,0
22,2024-02-19 23:55:52,6.23,1
43,2023-05-13 18:25:02,41.39,0
39,2024-05-04 19:22:39,24.09,1
98,2025-04-30 12:24:56,18.95,0
41,2023-04-22 18:07:59,31.95,1
71,2024-07-31 18:01:36,38.2,1
4,2023-04-22 01:30:34,17.25,0
25,2022-06-18 09:53:53,31.24,0
17,2022-07-10 22:33:09,17.03,1
67,2023-03-06 02:36:10,38.59,1
2,2022-05-25 15:08:41,19.27,0
100,2024-06-08 16:31:21,11.81,1
77,2024-01-09 19:18:39,32.28,1
76,2024-05-22 14:07:45,39.17,1
14,2025-03-04 00:38:16,8.23,1
82,2024-12-06 19:48:17,6.37,0
32,2024-03-30 11:16:12,14.77,0
5,2023-07-09 22:03:48,10.47,0
49,2024-12-03 21:35:48,26.83,0
46,2024-09-05 06:41:22,32.77,1
76,2024-02-07 04:05:49,7.44,0
51,2023-08-25 00:27:29,47.84,0
93,2023-01-10 07:29:43,9.42,0
29,2024-07-12 03:20:35,44.23,0
44,2024-07-19 18:56:17,11.71,0
98,2025-01-11 10:46:28,19.77,1
87,2023-11-02 09:21:37,33.46,0
56,2024-01-28 00:52:04,31.1,1
99,2025-04-18 00:26:46,22.72,1
35,2023-08-14 00:30:48,46.38,1
93,2023-01-10 22:39:43,19.22,1
94,2024-09-05 06:20:38,2.69,0
12,2024-10-06 22:03:54,27.57,1
84,2022-10-24 20:42:31,39.26,0
96,2023-03-13 18:26:03,34.93,0
28,2023-11-24 20:55:08,45.12,1
34,2022-12-01 13:57:06,40.44,1
72,2022-08-11 02:34:05,42.03,1
99,2023-06-20 09:14:43,3.99,0
79,2022-11-18 05:03:00,16.4,1
32,2023-04-27 11:20:31,45.86,1
30,2024-08-17 15:26:05,44.41,0
45,2023-02-17 02:30:36,27.79,0
36,2024-08-24 16:39:36,41.34,0
12,2025-04-05 07:55:34,27.75,1
89,2023-03-15 08:47:36,18.47,0
39,2025-03-03 06:33:09,41.47,0
92,2023-04-29 04:54:54,48.26,1
72,2023-02-09 15:18:32,2.17,1
7,2024-02-18 06:14:24,20.91,0
67,2023-03-31 12:29:34,7.07,1
26,2023-09-29 12:42:45,10.75,0
36,2022-11-06 04:49:59,11.89,0
94,2024-04-29 16:10:52,5.76,0
64,2024-11-09 09:19:52,32.4,0
66,2023-06-28 05:26:38,42.8,1
77,2023-07-04 20:52:22,32.83,0
73,2024-08-12 03:09:35,6.16,1
60,2024-12-31 09:27:42,27.28,0
5,2025-03-11 22:27:48,15.18,0
64,2023-06-02 17:12:33,48.31,0
61,2022-09-12 21:40:18,10.44,0
72,2023-08-20 07:39:05,1.44,1
17,2023-01-07 02:09:54,20.06,1
30,2024-11-02 20:21:20,32.8,1
58,2023-03-02 14:18:16,19.55,0
33,2023-12-16 17:49:42,2.13,1
62,2022-06-04 22:19:02,21.81,1
51,2024-03-19 04:07:51,9.81,0
58,2022-11-05 11:13:08,16.52,0
5,2023-09-18 04:26:57,15.13,1
14,2022-12-17 20:26:40,2.1,1
82,2022-11-16 02:51:31,42.47,1
16,2024-05-28 23:33:29,36.5,1
88,2024-11-25 22:59:33,18.66,0
41,2024-08-19 03:35:40,34.14,1
45,2022-11-08 08:24:05,6.89,1
28,2024-04-06 06:35:36,12.3,0
9,2023-08-24 15:33:18,19.33,0
